article_id,Placename,Filename,Filename,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio,Trove_id
241178132,MOUNT PLEASANT,LOCATION,18820120-1190-241178132 (2 of 2).txt,MOUNT PLEASANT,QLD,-27.16367768,152.7880887,100,1190
117442115,GALONG,LOCATION,18820202-367-117442115 (1 of 1).txt,GALONG,NSW,-34.5296466,148.5852186,100,367
117442115,GALONG,LOCATION,18820202-367-117442115 (1 of 1).txt,GALONG,NSW,-34.5296466,148.5852186,100,367
117442115,GALONG,LOCATION,18820202-367-117442115 (1 of 1).txt,GALONG,NSW,-34.5296466,148.5852186,100,367
117442115,CANTERBURY,LOCATION,18820202-367-117442115 (1 of 1).txt,CANTERBURY,VIC,-37.82376,145.0771588,100,367
117442115,RIVER,LOCATION,18820202-367-117442115 (1 of 1).txt,DRIVER,NT,-12.48658099,130.9732071,100,367
162030973,SEYMOUR,LOCATION,18820121-698-162030973 (1 of 2).txt,SEYMOUR,VIC,-36.99473052,145.1577674,100,698
5960086,MARYBOROUGH,LOCATION,18801231-13-5960086 (1 of 1).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,100,13
5960086,AVOCA,LOCATION,18801231-13-5960086 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100,13
5960086,AVOCA,LOCATION,18801231-13-5960086 (1 of 1).txt,AVOCA,QLD,-24.87872961,152.3054074,100,13
221766061,KOROIT,LOCATION,18770224-621-221766061 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,100,621
5960086,MARYBOROUGH,LOCATION,18801231-13-5960086 (1 of 1).txt,MARYBOROUGH,VIC,-37.01051733,143.7563917,100,13
221766061,KOROIT,LOCATION,18770224-621-221766061 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,100,621
221766061,HAWKESDALE,LOCATION,18770224-621-221766061 (1 of 1).txt,HAWKESDALE,VIC,-38.08937586,142.3397904,100,621
221766061,KOROIT,LOCATION,18770224-621-221766061 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,100,621
18732910,MYALL CREEK,LOCATION,18671210-8-18732910 (2 of 3).txt,MYALL CREEK,NSW,-29.77122578,150.6878469,100,8
18732910,SANDY CREEK,LOCATION,18671210-8-18732910 (2 of 3).txt,SANDY CREEK,NSW,-31.81426465,150.9617464,100,8
5695021,STIRLING,LOCATION,18601214-13-5695021 (2 of 2).txt,STIRLING,WA,-31.8734,115.80422,100,13
162488947,DUBBO,LOCATION,18750123-698-162488947 (2 of 7).txt,DUBBO,NSW,-32.37824209,148.6914051,100,698
212686534,PERTH,LOCATION,18890221-1086-212686534 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100,1086
212686534,KOJONUP,LOCATION,18890221-1086-212686534 (1 of 1).txt,KOJONUP,WA,-33.86472028,117.2304624,100,1086
232857589,ROCKHAMPTON,LOCATION,18680124-1263-232857589 (1 of 1).txt,BROOKHAMPTON,WA,-33.6401487,115.9162443,91,1263
232857589,GLADSTONE,LOCATION,18680124-1263-232857589 (1 of 1).txt,GLADSTONE,SA,-33.27420797,138.3562926,100,1263
191558998,MELBOURNE,LOCATION,18750203-232-191558998 (3 of 7).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,232
144434939,PLUMPTON,LOCATION,18960118-724-144434939 (1 of 1).txt,PLUMPTON,NSW,-33.74785334,150.8426042,100,724
5747085,MELBOURNE,LOCATION,18650111-13-5747085 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,13
5747085,LITTLE RIVER,LOCATION,18650111-13-5747085 (1 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,13
13603898,FORBES,LOCATION,18851117-35-13603898 (1 of 2).txt,FORBES,NSW,-33.38547409,148.0114451,100,35
5812599,WINCHELSEA,LOCATION,18700216-13-5812599 (1 of 1).txt,WINCHELSEA,VIC,-38.21948373,144.0066898,100,13
5812599,MEREDITH,LOCATION,18700216-13-5812599 (1 of 1).txt,MEREDITH,VIC,-37.85990601,144.1190838,100,13
198220569,MELBOURNE,LOCATION,18770129-582-198220569 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,582
198220569,CHEWTON,LOCATION,18770129-582-198220569 (1 of 1).txt,CHEWTON,VIC,-37.10655654,144.2528999,100,582
138276138,JUGIONG,LOCATION,18830217-639-138276138 (1 of 1).txt,JUGIONG,NSW,-34.80310984,148.3168267,100,639
77422647,PERTH,LOCATION,18910112-275-77422647 (1 of 2).txt,PERTH,TAS,-41.56450256,147.1841337,100,275
77422647,YORK,LOCATION,18910112-275-77422647 (1 of 2).txt,YORK,WA,-31.87259029,116.7833291,100,275
77422647,YORK,LOCATION,18910112-275-77422647 (1 of 2).txt,YORK,WA,-31.87259029,116.7833291,100,275
88993325,GOORNONG,LOCATION,18961117-346-88993325 (1 of 1).txt,GOORNONG,VIC,-36.62280943,144.5191222,100,346
88993325,ROCHESTER,LOCATION,18961117-346-88993325 (1 of 1).txt,ROCHESTER,SA,-33.705742,138.485887,100,346
201447304,STAWELL,LOCATION,18770807-756-201447304 (1 of 1).txt,STAWELL,VIC,-37.03717644,142.7993704,100,756
18754459,DUBBO,LOCATION,18710601-8-18754459 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100,8
18754459,DUBBO,LOCATION,18710601-8-18754459 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100,8
66006804,ADELAIDE,LOCATION,18570107-180-66006804 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,180
66006804,ADELAIDE,LOCATION,18570107-180-66006804 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,180
260665831,ADELAIDE,LOCATION,18900120-1606-260665831 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,1606
138673180,OTAGO,LOCATION,18990225-460-138673180 (1 of 1).txt,OTAGO,TAS,-42.80200809,147.292517,100,460
18686289,KURRAJONG,LOCATION,18620123-8-18686289 (3 of 5).txt,KURRAJONG,NSW,-33.55283232,150.6697908,100,8
14201795,LOCHIEL,LOCATION,18990227-35-14201795 (1 of 1).txt,LOCHIEL,SA,-33.94073118,138.1576304,100,35
14201795,LOCHIEL,LOCATION,18990227-35-14201795 (1 of 1).txt,LOCHIEL,SA,-33.94073118,138.1576304,100,35
221760411,MURCHISON,LOCATION,18800117-621-221760411 (7 of 9).txt,MURCHISON,VIC,-36.61840681,145.1555843,100,621
221760411,HEATHCOTE,LOCATION,18800117-621-221760411 (7 of 9).txt,HEATHCOTE,NSW,-34.07405071,151.0051538,100,621
221760411,DERRINAL,LOCATION,18800117-621-221760411 (7 of 9).txt,DERRINAL,VIC,-36.86835075,144.6288817,100,621
13036271,MELBOURNE,LOCATION,18600203-35-13036271 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,35
9018836,DUBBO,LOCATION,18831217-10-9018836 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100,10
9018836,FORBES,LOCATION,18831217-10-9018836 (1 of 1).txt,FORBES,NSW,-33.38547409,148.0114451,100,10
5736667,FARADAY,LOCATION,18650306-13-5736667 (1 of 2).txt,FARADAY,VIC,-37.04753759,144.2891174,100,13
5736667,EMU CREEK,LOCATION,18650306-13-5736667 (1 of 2).txt,EMU CREEK,QLD,-27.11585352,151.9779444,100,13
5736667,BENDIGO,LOCATION,18650306-13-5736667 (1 of 2).txt,BENDIGO,VIC,-36.76552472,144.280931,100,13
215238865,BALLARAT EAST,LOCATION,18991220-185-215238865 (1 of 1).txt,BALLARAT EAST,VIC,-37.56180018,143.8681214,100,185
191490486,BRADFORD,LOCATION,18980210-809-191490486 (1 of 1).txt,BRADFORD,VIC,-36.91481105,144.0886067,100,809
137596698,SANDHURST,LOCATION,18841213-460-137596698 (3 of 3).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,460
6482437,DEEP CREEK,LOCATION,18630106-13-6482437 (12 of 17).txt,DEEP CREEK,NSW,-29.17121412,152.6504493,100,13
166663008,FORBES,LOCATION,18660113-697-166663008 (3 of 3).txt,FORBES,NSW,-33.38547409,148.0114451,100,697
196481933,MOUNT MAOEDON,LOCATION,18690619-319-196481933 (1 of 1).txt,MOUNT MACEDON,VIC,-37.39320403,144.5920289,92,319
20722712,ADELAIDE,LOCATION,18941201-42-20722712 (2 of 3).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,42
3522481,INDIA,LOCATION,18910216-16-3522481 (1 of 1).txt,INDI,NSW,-36.24170576,148.0454677,100,16
3522481,INDIA,LOCATION,18910216-16-3522481 (1 of 1).txt,INDI,NSW,-36.24170576,148.0454677,100,16
69675957,NEWPORT,LOCATION,18980212-193-69675957 (2 of 2).txt,NEWPORT,QLD,-27.20719396,153.1009441,100,193
71193207,YASS,LOCATION,18931223-52-71193207 (17 of 19).txt,YASS,NSW,-34.82423811,148.9088449,100,52
226106009,ADELAIDE,LOCATION,18980125-567-226106009 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,567
226106009,STRATFORD,LOCATION,18980125-567-226106009 (1 of 1).txt,STRATFORD,VIC,-37.97924467,147.0517444,100,567
226106009,ADELAIDE,LOCATION,18980125-567-226106009 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,567
247590574,WHITE HILLS,LOCATION,18640527-1190-247590574 (1 of 1).txt,WHITE HILLS,VIC,-36.72910781,144.3125583,100,1190
247590574,SANDHURST,LOCATION,18640527-1190-247590574 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,1190
67197943,MOLONG,LOCATION,18901231-180-67197943 (2 of 2).txt,MOLONG,NSW,-33.09581659,148.8696276,100,180
163657874,CARCOAR,LOCATION,18910110-698-163657874 (6 of 12).txt,CARCOAR,NSW,-33.5710048,149.1547593,100,698
53638466,ADELAIDE,LOCATION,18940126-41-53638466 (1 of 2).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,41
71007431,MINMI,LOCATION,18840112-52-71007431 (8 of 8).txt,MINMI,NSW,-32.87881076,151.6248964,100,52
220489652,ECHUCA,LOCATION,18820218-621-220489652 (1 of 2).txt,ECHUCA,VIC,-36.18245189,144.7112403,100,621
220489652,SWAN HILL,LOCATION,18820218-621-220489652 (1 of 2).txt,SWAN HILL,VIC,-35.39915289,143.5515455,100,621
220489652,SANDHURST,LOCATION,18820218-621-220489652 (1 of 2).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,621
162388001,MELBOURNE,LOCATION,18980122-821-162388001 (2 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,821
162388001,HASTINGS,LOCATION,18980122-821-162388001 (2 of 4).txt,HASTINGS,TAS,-43.41813803,146.9271308,100,821
162388001,AVOCA,LOCATION,18980122-821-162388001 (2 of 4).txt,AVOCA,QLD,-24.87872961,152.3054074,100,821
162388001,PAYNESVILLE,LOCATION,18980122-821-162388001 (2 of 4).txt,PAYNESVILLE,VIC,-37.90754257,147.7198568,100,821
112885071,TARADALE,LOCATION,18650301-185-112885071 (2 of 8).txt,TARADALE,NSW,-35.66639414,147.9528403,100,185
112885071,TARADALE,LOCATION,18650301-185-112885071 (2 of 8).txt,TARADALE,NSW,-35.66639414,147.9528403,100,185
112885071,ELPHINSTONE,LOCATION,18650301-185-112885071 (2 of 8).txt,ELPHINSTONE,QLD,-27.95898358,151.9116039,100,185
112885071,TARADALE,LOCATION,18650301-185-112885071 (2 of 8).txt,TARADALE,NSW,-35.66639414,147.9528403,100,185
197550552,ADELAIDE,LOCATION,18751110-582-197550552 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,582
174517946,BENDIGO,LOCATION,18931021-806-174517946 (1 of 1).txt,BENDIGO,VIC,-36.76552472,144.280931,100,806
12915603,WATERLOO,LOCATION,18500209-35-12915603 (5 of 6).txt,WATERLOO,QLD,-24.75120068,151.9868277,100,35
12915603,GREENLAND,LOCATION,18500209-35-12915603 (5 of 6).txt,GREENLANDS,QLD,-28.66594341,151.8436863,100,35
12915603,LIVERPOOL,LOCATION,18500209-35-12915603 (5 of 6).txt,LIVERPOOL,NSW,-33.93365749,150.9056878,100,35
14033182,COBAR,LOCATION,18960114-35-14033182 (5 of 14).txt,COBAR,NSW,-31.52750481,145.85632,100,35
88223323,INGLEWOOD,LOCATION,18790210-346-88223323 (3 of 3).txt,INGLEWOOD,WA,-31.92163145,115.8843477,100,346
66448755,WINDSOR,LOCATION,18951221-192-66448755 (1 of 2).txt,WINDSOR,SA,-34.43202712,138.3667316,100,192
255606383,MELBOURNE,LOCATION,18980225-1495-255606383 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,1495
255606383,MELBOURNE,LOCATION,18980225-1495-255606383 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,1495
63230763,COBAR,LOCATION,18730526-67-63230763 (1 of 1).txt,COBAR,NSW,-31.52750481,145.85632,100,67
66447913,KURRAJONG,LOCATION,18950921-192-66447913 (2 of 2).txt,KURRAJONG,NSW,-33.55283232,150.6697908,100,192
150643523,GLADSTONE,LOCATION,18690102-558-150643523 (1 of 2).txt,GLADSTONE,SA,-33.27420797,138.3562926,100,558
150643523,STRATFORD,LOCATION,18690102-558-150643523 (1 of 2).txt,STRATFORD,VIC,-37.97924467,147.0517444,100,558
150643523,MAFFRA,LOCATION,18690102-558-150643523 (1 of 2).txt,MAFFRA,NSW,-36.50954675,148.9778332,100,558
202595706,SANDHURST,LOCATION,18811109-185-202595706 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,185
202595706,SANDHURST,LOCATION,18811109-185-202595706 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,185
8845665,PERTH,LOCATION,18670506-10-8845665 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100,10
13815110,LISMORE,LOCATION,18910223-35-13815110 (1 of 1).txt,LISMORE,VIC,-37.98092293,143.3228212,100,35
13815110,MELBOURNE,LOCATION,18910223-35-13815110 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,35
77393991,ADELAIDE,LOCATION,18880430-275-77393991 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,275
77393991,ADELAIDE,LOCATION,18880430-275-77393991 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,275
77393991,ADELAIDE,LOCATION,18880430-275-77393991 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,275
162808019,SMYTHESDALE,LOCATION,18790215-698-162808019 (1 of 1).txt,SMYTHESDALE,VIC,-37.6427433,143.702877,100,698
201540091,LITTLE RIVER,LOCATION,18810129-326-201540091 (2 of 2).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,326
201540091,GUNDOWRING,LOCATION,18810129-326-201540091 (2 of 2).txt,GUNDOWRING,VIC,-36.35789568,147.0450143,100,326
201540091,BEECHWORTH,LOCATION,18810129-326-201540091 (2 of 2).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326
201540091,BENALLA,LOCATION,18810129-326-201540091 (2 of 2).txt,BENALLA,VIC,-36.54834918,145.9803085,100,326
18790254,SUGARLOAF,LOCATION,18741215-8-18790254 (4 of 4).txt,SUGARLOAF,QLD,-28.70296231,152.0625514,100,8
77425240,YORK,LOCATION,18910407-275-77425240 (1 of 1).txt,YORK,WA,-31.87259029,116.7833291,100,275
77425240,ALBANY,LOCATION,18910407-275-77425240 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100,275
77425240,ALBANY,LOCATION,18910407-275-77425240 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100,275
65610703,HAMILTON,LOCATION,18880203-195-65610703 (1 of 2).txt,HAMILTON,VIC,-37.7622476,142.0785145,100,195
65610703,HAMILTON,LOCATION,18880203-195-65610703 (1 of 2).txt,HAMILTON,VIC,-37.7622476,142.0785145,100,195
3448147,MILTON,LOCATION,18850908-16-3448147 (1 of 1).txt,MILTON,QLD,-27.46698033,153.0051094,100,16
3448147,LOGAN,LOCATION,18850908-16-3448147 (1 of 1).txt,LOGAN,VIC,-36.65276695,143.4529527,100,16
87649081,MELBOURNE,LOCATION,18980322-241-87649081 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,241
87649081,MELBOURNE,LOCATION,18980322-241-87649081 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,241
220417494,BALLARAT EAST,LOCATION,18891228-621-220417494 (2 of 2).txt,BALLARAT EAST,VIC,-37.56180018,143.8681214,100,621
220417494,COBURG,LOCATION,18891228-621-220417494 (2 of 2).txt,COBURG,VIC,-37.750063,144.970523,100,621
69135977,GUILDFOR,LOCATION,18620416-180-69135977 (1 of 1).txt,GUILDFORD,NSW,-33.85612502,150.9957801,100,180
63341688,MELBOURNE,LOCATION,18790211-109-63341688 (4 of 9).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,109
232168881,EDENHOPE,LOCATION,18790422-232-232168881 (1 of 1).txt,EDENHOPE,VIC,-37.04869061,141.2189189,100,232
232168881,MELBOURNE,LOCATION,18790422-232-232168881 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,232
13219608,DUBBO,LOCATION,18710208-35-13219608 (1 of 2).txt,DUBBO,NSW,-32.37824209,148.6914051,100,35
232168881,MOUNT NAPIER,LOCATION,18790422-232-232168881 (1 of 1).txt,MOUNT NAPIER,VIC,-37.88615448,142.0703487,100,232
38453187,MELBOURNE,LOCATION,18510225-41-38453187 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,41
38453187,MELBOURNE,LOCATION,18510225-41-38453187 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,41
38453187,ADELAIDE,LOCATION,18510225-41-38453187 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,41
8831426,SANDHURST,LOCATION,18650303-10-8831426 (5 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,10
8831426,SANDHURST,LOCATION,18650303-10-8831426 (5 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,10
8831426,SANDHURST,LOCATION,18650303-10-8831426 (5 of 6).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,10
18734279,MELBOURNE,LOCATION,18690114-8-18734279 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,8
18734279,MELBOURNE,LOCATION,18690114-8-18734279 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,8
165315348,MELBOURNE,LOCATION,18980507-335-165315348 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,335
232167457,MELBOURNE,LOCATION,18790313-232-232167457 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,232
84705453,MELBOURNE,LOCATION,18850207-240-84705453 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,240
84705453,RICHMOND,LOCATION,18850207-240-84705453 (2 of 2).txt,RICHMOND,SA,-34.94201162,138.5672635,100,240
84705453,MELBOURNE,LOCATION,18850207-240-84705453 (2 of 2).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,240
20298766,BURRA,LOCATION,18911219-42-20298766 (1 of 2).txt,BURRA,SA,-33.83235173,138.9588649,100,42
228414597,COWRA,LOCATION,18881126-1178-228414597 (8 of 8).txt,COWRA,NSW,-33.83208066,148.6610691,100,1178
198911112,CRESSY,LOCATION,18731206-946-198911112 (5 of 5).txt,CRESSY,TAS,-41.70713472,147.0816721,100,946
67199754,YORK,LOCATION,18910114-180-67199754 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100,180
88218575,SANDHURST,LOCATION,18791114-346-88218575 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,346
67199754,YORK,LOCATION,18910114-180-67199754 (2 of 2).txt,YORK,WA,-31.87259029,116.7833291,100,180
196301860,ARARAT,LOCATION,18700115-567-196301860 (1 of 1).txt,ARARAT,VIC,-37.30897256,142.9230965,100,567
197035153,TALBOT,LOCATION,18650304-319-197035153 (20 of 22).txt,TALBOT,WA,-31.98748585,116.6658191,100,319
163657874,ECHUCA,LOCATION,18910110-698-163657874 (10 of 12).txt,ECHUCA,VIC,-36.18245189,144.7112403,100,698
163657874,GLENCOE,LOCATION,18910110-698-163657874 (10 of 12).txt,GLENCOE,SA,-37.69714054,140.622931,100,698
99969474,DUBBO,LOCATION,18980225-436-99969474 (1 of 1).txt,DUBBO,NSW,-32.37824209,148.6914051,100,436
226515983,MELBOURNE,LOCATION,18480201-937-226515983 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,937
226515983,ADELAIDE,LOCATION,18480201-937-226515983 (1 of 1).txt,ADELAIDE,SA,-34.92373985,138.6038839,100,937
89466891,BENDIGO,LOCATION,18980209-346-89466891 (1 of 4).txt,BENDIGO,VIC,-36.76552472,144.280931,100,346
203768922,ALBION,LOCATION,18960113-185-203768922 (1 of 1).txt,ALBION,QLD,-27.43019253,153.0413161,100,185
203768922,MELBOURNE,LOCATION,18960113-185-203768922 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,185
191559467,TIMOR,LOCATION,18750122-232-191559467 (2 of 2).txt,TIMOR,VIC,-37.01059772,143.7168504,100,232
108686111,MULGOA,LOCATION,18950914-350-108686111 (2 of 2).txt,MULGOA,NSW,-33.77622108,150.6607553,100,350
162827955,DUBBO,LOCATION,18960125-698-162827955 (2 of 3).txt,DUBBO,NSW,-32.37824209,148.6914051,100,698
14188498,COROWA,LOCATION,18981203-35-14188498 (1 of 3).txt,COROWA,NSW,-35.97347729,146.3468727,100,35
14188498,COROWA,LOCATION,18981203-35-14188498 (1 of 3).txt,COROWA,NSW,-35.97347729,146.3468727,100,35
113559277,MELBOURNE,LOCATION,18830207-311-113559277 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,311
69385274,NORTHAM,LOCATION,18661212-180-69385274 (1 of 1).txt,NORTHAM,WA,-31.65293969,116.6829514,100,180
162388995,TRARALGON,LOCATION,18980212-821-162388995 (10 of 11).txt,TRARALGON,VIC,-38.21008638,146.5451332,100,821
150628950,CHRULESTOWN,LOCATION,18820125-558-150628950 (1 of 1).txt,CHARLESTOWN,QLD,-26.38085417,151.8781606,91,558
150628950,WARATAH,LOCATION,18820125-558-150628950 (1 of 1).txt,WARATAH,TAS,-41.44430252,145.5678155,100,558
183122659,STRATFORD,LOCATION,18860116-891-183122659 (1 of 1).txt,STRATFORD,VIC,-37.97924467,147.0517444,100,891
66082949,PERTH,LOCATION,18870126-180-66082949 (1 of 1).txt,PERTH,TAS,-41.56450256,147.1841337,100,180
66082949,ALBANY,LOCATION,18870126-180-66082949 (1 of 1).txt,ALBANY,WA,-35.02040905,117.8823542,100,180
108260478,MELBOURNE,LOCATION,18641231-399-108260478 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,399
87306619,MELBOURNE,LOCATION,18960111-291-87306619 (7 of 7).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,291
49900720,MOUNT PLEASANT,LOCATION,18590209-41-49900720 (1 of 3).txt,MOUNT PLEASANT,QLD,-27.16367768,152.7880887,100,41
201593908,BEECHWORTH,LOCATION,18850404-326-201593908 (1 of 1).txt,BEECHWORTH,VIC,-36.34129804,146.6902532,100,326
240937130,HESKET,LOCATION,18810301-1324-240937130 (3 of 3).txt,HESKET,VIC,-37.36599663,144.6353375,100,1324
65770812,PERTH,LOCATION,18460128-181-65770812 (1 of 3).txt,PERTH,TAS,-41.56450256,147.1841337,100,181
66495060,WAHRING,LOCATION,18800123-195-66495060 (3 of 3).txt,WAHRING,VIC,-36.70836394,145.2623902,100,195
66495060,DERRINAL,LOCATION,18800123-195-66495060 (3 of 3).txt,DERRINAL,VIC,-36.86835075,144.6288817,100,195
5809277,DUNOLLY,LOCATION,18691224-13-5809277 (1 of 4).txt,DUNOLLY,NSW,-32.55920402,151.1686612,100,13
112885071,LITTLE RIVER,LOCATION,18650301-185-112885071 (6 of 8).txt,LITTLE RIVER,VIC,-37.96214019,144.5112793,100,185
112885071,SANDHURST,LOCATION,18650301-185-112885071 (6 of 8).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,185
62020734,DARGO,LOCATION,18840220-108-62020734 (1 of 1).txt,DARGO,VIC,-37.53235805,147.2188127,100,108
13224444,TARCUTTA,LOCATION,18620211-35-13224444 (1 of 4).txt,TARCUTTA,NSW,-35.2260459,147.7583005,100,35
199925646,HAZELWOOD,LOCATION,18980208-966-199925646 (4 of 4).txt,HAZELWOOD,VIC,-38.31586745,146.3581091,100,966
8951171,SANDHURST,LOCATION,18770213-10-8951171 (1 of 1).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,10
8951171,LANCEFIELD,LOCATION,18770213-10-8951171 (1 of 1).txt,LANCEFIELD,VIC,-37.28646525,144.7802809,100,10
199460013,HEDI,LOCATION,18810312-326-199460013 (1 of 1).txt,EDI,VIC,-36.65626365,146.4336349,100,326
199460013,HEDI,LOCATION,18810312-326-199460013 (1 of 1).txt,EDI,VIC,-36.65626365,146.4336349,100,326
199460013,NEWTON,LOCATION,18810312-326-199460013 (1 of 1).txt,NEWTON,SA,-34.88145646,138.6738761,100,326
199142844,MELBOURNE,LOCATION,18870112-966-199142844 (1 of 4).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,966
239280001,INDIA,LOCATION,18840115-1297-239280001 (1 of 1).txt,INDI,NSW,-36.24170576,148.0454677,100,1297
18965247,BURROWA,LOCATION,18880221-8-18965247 (1 of 1).txt,BURROWAY,NSW,-31.99566902,148.2351445,100,8
78699606,MELBOURNE,LOCATION,18791029-276-78699606 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.9690825,100,276
78699606,GILLAP,LOCATION,18791029-276-78699606 (1 of 1).txt,GILLA,QLD,-26.88435942,152.0248402,100,276
101093669,YASS,LOCATION,18720424-366-101093669 (1 of 1).txt,YASS,NSW,-34.82423811,148.9088449,100,366
5742103,MAJORCA,LOCATION,18641124-13-5742103 (1 of 2).txt,MAJORCA,VIC,-37.10682227,143.817593,100,13
5742103,CHEWTON,LOCATION,18641124-13-5742103 (1 of 2).txt,CHEWTON,VIC,-37.10655654,144.2528999,100,13
249293147,ST HELEN,LOCATION,18820225-232-249293147 (1 of 2).txt,ST HELENA,VIC,-37.69527091,145.1278844,100,232
63169589,SANDHURST,LOCATION,18650325-103-63169589 (5 of 22).txt,SANDHURST,VIC,-38.08599133,145.2095392,100,103
144691374,OTFORD,LOCATION,18911230-725-144691374 (1 of 1).txt,OTFORD,NSW,-34.21148257,150.995503,100,725
18734061,JERVIS BAY,LOCATION,18690105-8-18734061 (3 of 4).txt,JERVIS BAY,OT,-35.15445136,150.7050229,100,8
